,banglawords
29413,[]
29414,[]
29415,[]
29416,"['গর্ব জাহির করা', 'গুটাইয়া লইয়া বিন্যস্ত করা', 'পরিপাটি করা', 'গুছাইয়া সাজান', 'আত্মশ্লাঘা করা']"
29417,[]
29418,[]
29419,"['প্রধান', 'সর্বশ্রেষ্ঠ', 'প্রসিদ্ধ', 'শ্রেষ্ঠ', 'অগ্রগণ্য']"
29420,[]
29421,['সর্বাধিক শক্তিমান বা প্রভাবসম্পন্ন হওয়া']
29422,['প্রধানত']
29423,"['উদীয়মান', 'কর্তৃত্বকর', 'প্রাধান্যপূর্ণ', 'উত্কৃষ্টতর শক্তিপূর্ণ', 'তুঙ্গী']"
29424,"['শক্তিতে বা প্রভাবে শ্রেষ্ঠত্ব অথবা উত্কর্ষ', '', 'প্রধানতা', 'প্রবলতা', 'প্রাধান্য', 'শক্তিতে শ্রেষ্ঠত্ব', 'প্রভাবে শ্রেষ্ঠত্ব', 'শক্তিতে উত্কর্ষ', 'প্রভাবে উত্কর্ষ', 'কর্তৃত্ব', 'সংখ্যায় স্র্বাধিকতা', 'পরিমাণে সর্বাধিকতা', 'আধিপত্য', 'প্রভুতা', 'প্রভুত্ব', 'প্রাবল্য', 'ঠাকুরালী', 'বোলবোলা']"
29425,[]
29426,[]
29427,"['পক্ষপাত', 'পূর্বাহ্নেই কৃত অনুকূল মনোভাব', 'পক্ষপাতিত্বপূর্ণ মনোনয়ন বা অনুরাগ']"
29428,"['ভাবীকথন', 'ভবিষ্যদ্বাণী', 'গণনা']"
29429,[]
29430,[]
29431,"['ভবিষ্যদ্বাণী করা', 'গণনা করা']"
29432,"['উদ্দেশ্যের গুণ বা ধর্ম', 'সত্য বলিয়া দৃঢ়রূপে নির্দেশ করা বা বর্ণনা করা', 'সূত্রের বিধেয়']"
29433,"['বিধেয়', '', 'বর্গ', 'দুর্ভাগ্যপূর্ণ অবস্থা', 'বিপজ্জনক অবস্থা', 'অবস্থা']"
29434,['পূর্বাহ্নে নির্ধারিত']
29435,['দৈবনির্দিষ্ট']
29436,"['নিয়তি', 'নির্বন্ধ']"
29437,"['পূর্ববর্তী বা পূর্বগামী ব্যক্তি', 'পূর্বপুরুষ', 'পূর্ববর্তী ব্যক্তি', 'পূর্বগামী ব্যক্তি']"
29438,"['লুণ্ঠনমূলক', 'লুণ্ঠনজীবী', 'লুণ্ঠনপূর্ণ']"
29439,[]
29440,[]
29441,"['ঘটনাদির পূর্বাভাস', 'পূর্বগামী বা পূর্ববর্তী ব্যক্তি', 'অগ্রদূত', 'পূর্বগামী ব্যক্তি', 'পূর্ববর্তী ব্যক্তি', 'ঘটনার পূর্বাভাস']"
29442,['যে শর্ত পূর্বাহ্নে পূরণ করিতে হয়']
29443,"['পূর্বকল্পিত ধারণা', 'কুসংস্কার', 'পূর্বাহ্নেই ধারণা করা', 'পূর্বাহ্নে কৃত ধারণা']"
29444,[]
29445,"['অকালপক্ক', 'যথাসময়ের পূর্বেই বর্ধিত', 'বালপ্রৌঢ়', 'ইঁচড়ে পাকা', 'জেঠা', 'অকালপক্ব', 'পাকা', 'পক্ব', 'ডেঁপো', 'বুড়োটে']"
29446,"['নিবারণ করা', 'প্রতিরোধ করা']"
29447,"['নির্ভূলতা', '', 'স্পষ্টতা', 'নির্ভুলতা', 'শব্দবাহুল্যহীনতা', 'যথাযথতা', 'অত্যন্ত আচারপরায়ণতা', 'অত্যন্ত নিয়মনিষ্ঠা']"
29448,"['সঠিকভাবে', 'অবিকল']"
29449,"['', 'সম্পূর্ণ নির্ভূল', 'শব্দবাহুল্যবর্জিত', 'যথাযথ', 'স্পষ্টরূপে নির্দিষ্ট', 'সম্পূর্ণ নির্ভুল', 'বিশেষ', 'অত্যধিক আচারনিষ্ঠ', 'অত্যধিক খুঁতখুঁতে', 'যথাপ্রয়োজন শব্দযুক্ত', 'ঠিকঠাক', 'অত্যন্ত যথাযথ', 'অবিকল', 'অবিস্তৃত']"
29450,[]
29451,"['অধঃক্ষেপণ', 'আবেগোচ্ছল কার্য', '', 'শিলাবর্ষণ', 'বৃষ্টিপাতের পরিমাণ', 'শিশির', 'বৃষ্টি', 'তুষারপাত', 'অধ:ক্ষিপ্তভাবে পতন', 'অতিশয় ত্বরা', 'হঠকারিতাপূর্ণ ত্বরা', 'আবেগাচ্ছল কার্য', 'অধ:ক্ষেপণ']"
29452,"['অধ:ক্ষেপ্ত', 'ত্বরান্বিতভাবে বা প্রচণ্ডবেগে প্রস্থান করান', 'নিচের দিকে মাথা করাইয়া ছুড়িয়া ফেলা', 'প্রচণ্ড ত্বরাপূর্ণ', 'অধ:ক্ষিপ্ত', 'থিতান', 'ত্বরন্বিতভাবে প্রস্থান করান', 'প্রচণ্ডবেগে প্রস্থান করান']"
29453,"['খাড়া ও উঁচু গিরিচূড়া', 'অতট']"
29454,"['রত্ন', 'মণি', 'জহরত', 'জহর']"
29455,"['প্রিয় সম্বোধন বিশেষ', '', 'বহুমূল্য', 'মস্ত', 'চমত্কার']"
29456,"['অট্টালিকাদির চতুষ্পার্শ্বস্থ পরিবেষ্টিত জমি', 'এক্তিয়ার', 'পরিপার্শ্ব', 'পুলিসথানার এলাকা', 'পুলিসথানার এক্তিয়ার', 'নির্বাচন-কেন্দ্রের এলাকা', 'নির্বাচন-কেন্দ্রের এক্তিয়ার']"
29457,"['নীতি', 'ঈশ্বরের আজ্ঞা', 'কর্মবিধি', 'ধর্মানুশাসন', 'নীত', 'শ্বরের আজ্ঞা', 'উপদেশাদি']"
29458,"['পূর্ববতী', 'অব্যবহিত পূর্ববতী', 'পূর্ববর্তী', 'গেলা', 'পূর্ব', 'পূর্বগামী', 'আগু', 'পুরোবতী']"
29459,"['পূর্ববর্তী বস্তু বা বিষয়', 'অতীতের উদাহরণ বা নজির', 'রূল', 'উদাহরণ', 'নজির', 'নিদর্শন']"
29460,"['প্রাধান্য', 'অগ্রগণ্যতা', 'পূর্ববর্তিতা', 'পূর্বগামিতা', 'পদমর্যাদার উচ্চতা', 'পূর্বিতা']"
29461,"['অবস্থানে সময়ে পদমর্যদায় বা গুরুত্বে', 'সময়ে বা অবস্থান পূর্ববর্তী হওয়া', 'অগ্রবর্তী হত্তয়া', 'পূর্ববর্তী হত্তয়া']"
29462,['পূর্বাহ্নিক সতর্কতামূলক']
29463,[]
29464,[]
29465,"['নিরাপত্তাহীন', 'অনিশ্চিত', 'পরের ইচ্ছাধীন', 'দৈবাধীন', 'বিপজ্জনক']"
29466,"['মূখবন্ধ', '', 'প্রস্তাবনা', 'ভূমিকা', 'মুখবন্ধ']"
29467,"['ধর্মোপদেষ্টা', '', 'প্রচারক', 'যাজক', 'ধর্মপ্রচারক']"
29468,"['সাগ্রহে আলোচনা করা', 'ধ্র্মোপদেশ দেওয়া', 'গাহা', 'জনসাধারণকে শিক্ষা দেত্তয়া', 'ধর্মপ্রচার করা', 'প্রচারিত করা', 'ধর্মোপদেশ দেত্তয়া']"
29469,"['যে ব্যক্তি প্রার্থনা করে', 'প্রার্থনা', 'স্তব', 'অনুনয়-বিনয়', 'আবেদন', 'সনির্বন্ধ মিনতি', 'সনির্বন্ধ অনুরোধ', 'ধর্মোপাসনা', 'উপাসনা', 'আরাধনা', 'আরাধন', 'আরজি', 'আরজ', 'আর্জি', 'অভিযাচন', 'কার্পট', 'আখ্যাবিশেষ']"
29470,"['মিনতিসহকারে আবেদন করা', 'সনির্বন্ধ মিনতি করা বা অনুরোধ করা', 'ভগবানকে বা দেবতাকে বাসনা জানান', 'প্রার্থনা করা', 'আবেদন করা', 'অনুনয় করা', 'আরাধনা করা', 'অনুগ্রহ করিয়া বলা', 'উপাসনা করা']"
29471,"['বাগদা-চিংড়ি', 'বাগদা চিংড়ি', 'চিংড়ি']"
29472,[]
29473,"['শোভিত করা', 'দুষ্টামিপূর্ণ কৌশল বা ফাঁদ', 'হৈচৈপূর্ণ রঙ্গকৌতুক', 'তামাশা', 'ক্রীড়া', 'ক্রীড়', 'কৌতুক', 'কৌশল']"
29474,"['পিছনের পা তুলিয়া লাফান বা লাফ দেওয়ান', 'পিছনের লাফ', 'তুলিয়া লাফ', 'ঔদ্ধত্য প্রদর্শন করা', 'পিছনের লাফান', 'তুলিয়া লাফান', 'লাফাইতে লাফাইতে যাত্তয়া', 'উল্লাস প্রদর্শন করা']"
29475,"['প্রশংসনীয়', 'ধন্য', 'প্রশংসার্হ', 'প্রশস্ত', 'প্রশস্য', 'খ্যাতির যোগ্য']"
29476,"['প্রশংসা করা', 'গুণানুবাদ করা', 'গুণকীর্তন করা', 'গুণবাদ করা', 'গুণগান করা', 'মহিমাকীর্তন করা', 'গুণ গাত্তয়া', 'স্তুতি করা', 'স্তব করা', 'ভাল বলা', 'তারিফ করা', 'প্রশংসা', 'স্তব', 'শংসন', 'শংসা', 'মহিমাকীর্তন', 'গুণবাদ', 'স্তুতি', 'বাখান', 'তারিফ', 'প্রশস্তি']"
29477,['বৃক্ষহীন তৃণভূমি']
29478,[]
29479,"['বৃথা পাণ্ডিত্য', 'অযথা হস্তক্ষেপ', 'বাস্তবধর্মিতা', 'বৃথা পাণ্ডিত্য প্রদর্শন', 'প্রয়োগবাদ']"
29480,"['রাজকীয় অনুশাসন', 'রাষ্ট্রীয়', 'রাষ্ট্রশাসনসংক্রান্ত', 'আত্মাভিমানী', 'কর্মতত্পর', 'বাস্তবধর্মপ্রয়োগবাদী', 'প্রয়োগিক', 'প্রায়োগিক']"
29481,"['সম্পাদনাকারী', 'উকিল ডাক্তার প্রভৃতি পেশাধারী ব্যক্তি', 'পরিকল্পক', 'ব্যবসায়ী']"
29482,['ব্যবসায়ে রত']
29483,"['', 'অভ্যস্থ কর্ম', 'অনুশীলন করা', 'চর্চা করা', 'কার্যকর করা', 'চালু করা', 'সম্পাদন করা', 'অনুশীলন করান', 'চর্চা করান', 'অভ্যাস করান', 'করা', 'প্রথানুযায়ী করা', 'পালন করা', 'কার্যে প্রয়োগ করা', 'অভ্যাস করা', 'ব্যবসায়ে রত থাকা', 'প্রচেষ্টা চালাইয়া যাত্তয়া', 'পরিকল্পনা করা', 'চক্রান্ত করা', 'কাজকারবার করা', 'কৌশল খাটান', 'রেত্তয়াজ করা', 'প্রথানুযায়ী পালন করা', 'অভ্যাস', 'অনুশীলন', 'চর্চা', 'কর্ম', 'রীতি', 'প্রথা', 'পদ্ধতি', 'অভ্যস্ত কর্ম', 'চলিত নিয়ম', 'পরিশীলন', 'পসার', 'নীতি', 'চলন', 'নীত']"
29484,"['এবং কার্যতঃ', 'প্রায়', 'কার্যকরীভাবে']"
29485,['মজা করার জন্য কারো পিছন লাগা']
29486,[]
29487,"['', 'প্রয়োগীয়', 'ব্যবহারিক', 'প্রয়োগিক', 'ফলিত', 'কর্মে দক্ষ', 'কার্যকর', 'সম্ভব', 'প্রমাণিত']"
29488,"['কার্যকর', 'করা সাধ্য এমন', 'সাধ্য', 'করণীয়', 'সুকর', 'ব্যবহায্র্য']"
29489,[]
29490,[]
29491,['কুহকী']
29492,[]
29493,"['শক্তি প্ল্যান্ট', 'শক্তি জনিত্র']"
29494,[]
29495,['মোক্তারনামা']
29496,"['শক্তিহীনতা', 'অশক্তি']"
29497,"['ক্ষমতাহীন', 'শক্তিহীন', 'অক্ষম', 'অসহায়', 'অশক্ত', 'অধিকারহীন', 'শাসন করার ক্ষমতাহীন', 'শাসন মানানর ক্ষমতাহীন', 'ক্ষমতাবতী', 'ক্ষমতাশূন্য', 'ঠুঁটা', 'বলহীন']"
29498,['বিদ্যুৎকেন্দ্র']
29499,"['জোরের সহিত', 'জোরে']"
29500,"['ক্ষমতাবান', '', 'ক্ষমতাশালী', 'শক্তিধর', 'প্রবল', 'বিশাল', 'প্রচণ্ড', 'অতীব কার্যকর', 'প্রগাঢ়', 'জবর', 'শক্তিমান্', 'শক্ত', 'পরাক্রমশালী', 'ক্ষমতাবান্', 'জোরাল', 'বলশালী', 'ত্তজস্বল', 'প্রতিপত্তিশালী', 'প্রতিপত্তিসম্পন্ন', 'প্রতিপত্তিশীল', 'ক্ষম', 'জবরদস্ত', 'ঊর্জস্বল', 'উদ্দণ্ড', 'কুদরতী', 'বলবান']"
29501,[]
29502,"['মানসিক আইনগত ক্ষমতা', '', 'ক্ষমতা', 'শক্তি', 'অধিকারদান', 'কর্তৃত্ব অধিষি্ঠত সংস্থা', 'কর্মশক্তি', 'অধিকার', 'কুদরত', 'শাসন', 'গুণ', 'প্রভাব', 'নিয়ন্ত্রণ', 'আয়ত্তি', 'কর্তৃত্ব প্রভাবশালী সংস্থা', 'অধিকারদানের দলিল', 'মোক্তারনামা', 'কর্মক্ষম অবস্থা', 'কার্যকরতা', 'কর্তৃত্ব অধিষি্ঠত ব্যক্তি', 'কর্তৃত্ব প্রভাবশালী ব্যক্তি', 'প্রতাপ', 'কর্মশক্তির হার', 'কেরামতি', 'বর্ধনাঙ্ক', 'পরাক্রম', 'প্রাবল্য', 'বল', 'প্রবলতা', 'ত্তজস্বিতা', 'প্রতিপত্তি', 'জোর', 'কোট', 'ঘাত', 'দপদপা', 'অগ্নি', 'অনুবল', 'কেরামত']"
29503,"['বারুদে বা পাউদার ঢাকা', 'চূর্ণবত্', 'চূর্ণিত', 'চূর্ণবৎ', 'পাউডারের ন্যায়', 'বারুদে ঢাকা', 'পাউডারে ঢাকা']"
29504,['মহিলা-শৌচাগার']
29505,"['পাউদার-মাখা', 'চূর্ণ', 'চূর্ণীকৃত', 'গুণ্ডিত', 'পাউডার-মাখা']"
29506,"['গুঁড়া করা', 'গুঁড়ান', 'গুঁড়া হত্তয়া', 'পাউডার মাখান', 'পাউডার মাখা', 'চূর্ণীকৃত হত্তয়া', 'চূর্ণ হত্তয়া', 'চূর্ণীকৃত করা', 'লবণ ছিটাইয়া দেত্তয়া', 'পিষিয়া মিহি গুঁড়া করা', 'গুঁড়া', 'পাউডার', 'চূর্ণ', 'বারূদ', 'গুঁড়া ঔষধ', 'অবচুর্ণন', 'রেণু', 'চুর', 'বিচূর্ণ']"
29507,[]
29508,['দারিদ্র্যপীড়িত']
29509,['দারিদ্রসীমা']
29510,"['ক্রুটি', '', 'দারিদ্র্য', 'দরিদ্রতা', 'দারিদ্রতা', 'দরিদ্রাবস্থা', 'অভাব', 'ক্ষুদ্রতা', 'ঘাটতি', 'ত্রুটি', 'অনটন', 'গরিবানা', 'কার্পণ্য', 'আকিঁচন', 'মন্দতা', 'অসচ্ছলতা', 'নিকৃতি']"
29511,"['ফোলান বা বাঁকান', 'অসন্তোষ ঠোঁট বাঁকান ফোলান বা ওলটান', 'বাঁকান', 'বিরক্তিভাব দেখান', 'ফুলান', 'ফোলান', 'ঠোঁট ফোলান', 'বিরক্তিভাব', 'খিট্খিটে ভাব', 'বাঁকানর কাজ', 'রোষাবেশ', 'ফোলানর কাজ']"
29512,"['স্রোতের ন্যায় প্রবাহিত হওয়া বা করান', 'বহা বা বহান', 'প্রবহন', 'ঢালিয়া পড়া', 'বর্ষণ', 'প্রবহণ', 'স্রোতাধারে নির্গমন', 'ঢালিয়া ফেলা', 'ঢালা', 'বহান', 'বহা', 'স্রোতের ন্যায় নির্গত করান', 'বর্ষণ করা', 'প্রবল বৃষ্টিপাত হত্তয়া', 'ছুটা', 'গড়াইয়া দেত্তয়া', 'গড়ান']"
29513,[]
29514,"['বিপদগামী পশু বা ক্রোক করা মালপত্র রাখার জন্য ঘেরাও করা স্থান খোঁয়াড়ে বা গুদাম', 'মাড়া', 'ছেঁচা', 'খোঁয়াড়ে বন্ধ করা', 'চূর্ণ করা', 'আঘাত করা', 'পিষা', 'পিটান', 'থেঁতলান', 'থেঁতান', 'পাউন্ড', 'প্রায় অদ্র্ধসের', 'খোঁয়াড়']"
29515,"['নকশাদি অঙ্কনার্থ বা কালি শোষণের জন্য চূর্ণবিশেষ', 'সহসা বেগে ধাবিত হত্তয়া', 'ছোঁ মারা', 'ছোঁ মারিয়া ধরা', 'শিকারী পক্ষীর নখর', 'কবলিকা', 'মসী-শোষণ চূর্ণ', 'ছোঁ']"
29516,"['হাঁস-মুরগীর মাংস', 'কক্কুটাদি গৃহপালিত পক্ষিসমূহ']"
29517,"['কোন কোন জন্তুর দেহস্থ থলি', 'বটুয়া', 'থলি', 'থলে', 'ক্ষুদ্র থলি', 'থলী', 'থলিয়া']"
29518,"['গুরত্বহীন', 'বোকা বা খেপাটে', 'খেপাটে', 'তুচ্ছ', 'গুরুত্বহীন', 'বোকা']"
29519,"['মৃন্ময় পাত্রাদি', 'মৃন্ময় পাত্রাদি তৈয়ারির কারখানা', 'কুম্ভকারশালা', 'মৃত্\u200cশিল্প', 'মৃত্শিল্প', 'মৃন্ময় পাত্র', 'কুম্ভলারশালা', 'মৃন্ময়শিল্প']"
29520,"['ক্ষীণভাবে বা অনিচ্ছাভরে কাজ করা', 'ক্ষীণভাবে কাজ করা', 'অনিচ্ছাভাবে কাজ করা', 'কুলাল', 'কুমার', 'কুম্ভকার', 'ঘটকার', 'কুম্ভকারক', 'কুমোর']"
29521,[]
29522,"['খাবার', 'আহার']"
29523,"['পানীয়ের এক ঢোক বা চুমুক', 'এক তরল ঔষধ বা বিষ', 'মিশ্রণ', 'সিক্শ্চার']"
29524,[]
29525,[]
29526,"['ক্ষমতাবান্', 'শক্তিশালী', 'ক্ষমতাশালী', 'অন্তরে গুপ্ত', 'অন্তরে সুপ্ত', 'সম্ভাবনাসূচক', 'কার্যকর', 'সম্ভাব্য বস্তু', 'সম্ভাব্য বিষয়', 'সম্ভাবনাসূচক ক্রিয়াভাব', 'সম্ভাবনাসূচক ক্রিয়াপদ', 'ক্ষমতাবান', '']"
29527,"['ক্ষমতাবান', '', 'ক্ষমতাশালী', 'শক্তিশালী', 'ক্ষম', 'অকাট্য', 'প্রবলভাবে কার্যকর', 'অখণ্ডনীয়', 'ক্ষমতাবান্']"
29528,"['শক্তি', 'কার্যকরতা', 'শক্তিশালিতা', 'সর্বশক্তিমান ব্যক্তি']"
29529,['ভুঁড়ি']
29530,[]
29531,[]
29532,"['আলু', 'আলুগাছ']"
29533,['রাসায়নিক ক্ষারজ শ্বেতবর্ণ ধাতুবিশেষ']
29534,"['পাত্রে রাখা', 'পাত্রে স্থাপিত করা', 'পাত্র', 'মুচি', 'ধাতুপাত্র', 'পানপাত্র', 'সুরাপাত্র', 'গলাইবার পাত্র', 'বাজির টাকা', 'প্রচুর অর্থ', 'গাঁজা', 'ঘট', 'ভাণ্ড', 'করঙ্গ']"
29535,"['কুসুমস্তবক', 'পুষ্পগুচ্ছ', 'অঙ্গুরীয়কাদিতে মীনা-করা-নীতিবাণী']"
29536,"['যুদ্ধের পরবত্র্তী', 'যুদ্ধোত্তর']"
29537,"['ভঙ্গি করা', 'ভান করা', 'ঢঙ্ করা', 'অঙ্গবিন্যাস', 'ভঙ্গি', 'অঙ্গভঙ্গি', 'মেজাজ', 'চালচলন', 'দেহভঙ্গি', 'অবস্থা', 'হালচাল', 'আসন', 'ঠাম']"
29538,"['স্বীকার করিয়া বা মানি লওয়া', 'দাবি করা', 'স্বীকার করিয়া লত্তয়া', 'স্বীকার মানিয়া লত্তয়া', 'স্বীকার্য', 'শর্ত', 'মৌলিক নীতি', 'প্রয়োজনীয় শর্ত']"
29539,"['বইয়ের উপসংহারের পরে সংযোজিত অংশ', 'পুনশ্চ', 'পত্রের পুনশ্চ লিখন', 'ক্রোড়পত্র']"
29540,"['মুলতবি অবস্থা', 'স্থগিতকরণ']"
29541,"['মূলতবি রাখা', 'ভবিষ্যতের জন্য স্থগিত রাখা', 'স্থগিত করা', 'মুলতবি করা', 'মুলতবি রাখা', 'বিলম্ব করা', 'মুলতুবি রাখা']"
29542,[]
29543,"['ডাকঘর', 'পোষ্ট অফিস', 'পেস্টাফিস']"
29544,['মৃত্যুর পরে']
29545,"['ডাকমুন্সী', 'ডাকঘরের অধ্যক্ষ', 'পোস্টমাস্টার']"
29546,['ডাক-মোহর']
29547,"['পিওন', 'পিয়ন', 'পত্রবাহক', 'ডাকপিয়ন', 'ডাকবাহক']"
29548,['মৃত্যুর পরে']
29549,"['মৃত্যুর পরবর্তী', 'পিতার মৃত্যুর পরে জাত']"
29550,['স্নাতকোত্তর']
29551,"['পরে আগমনকারী ব্যক্তিবর্গ', 'বংশধরগণ', 'ভাবী বংশ', 'উত্তরপুরূষ', 'অধস্তন পুরুষ']"
29552,"['নিতম্বদ্বয়', '', 'বংশধরগণ', 'পাছা', 'পরবর্তী অংশ', 'অবর', 'পরবর্তী', 'পশ্চাদ্বর্তী', 'পরে আসে এমন', 'পিছনের দিকের', 'পাছার দিকের', 'ভবিষ্যৎ']"
29553,['প্রাচীরপত্র']
29554,[]
29555,[]
29556,[]
29557,"['পোষ্টকার্ড', 'পোস্টকার্ড']"
29558,['ডাক কৃত্যক']
29559,"['ডাকবিভাগ-সংক্রান্ত', 'ডাক-সংক্রান্ত', 'ডাকবিভাগ সংক্রান্ত', 'ডাক সংক্রান্ত']"
29560,['ডাকটিকিট']
29561,['ডাকমাসুল']
29562,"['দ্রুতবেগে', 'দ্রুতগতিতে', 'ডাকঘরে দেত্তয়া', 'ডাকঘরে রাখা', 'আড্ডায় স্থাপন করা', 'খতিয়ান বহিতে তোলা', 'পত্র প্রেরণ করা', 'ছাড়া', 'লটকান', 'পরে', 'পিছনে', 'ডাকঘর', 'ডাকগাড়ি', 'নির্দিষ্ট থানা', 'বাণিজ্যস্থল', 'গঁজ', 'কর্মচারীর পদ', 'কর্মচারীর চাকরি', 'ডাক', 'ডাকব্যবস্থা', 'নির্দিষ্ট অবস্থানস্থল', 'চিঠিপত্রের তাড়া', 'ডাকবাক্স', 'ত্বরা', 'জায়গা', 'আসন', 'থাম', 'ডাকবিভাগ']"
29563,['পসাম্']
29564,"['সম্ভবত', 'হয়ত', 'বা']"
29565,"['সম্ভাবনা', 'সম্ভব বস্তু', 'সম্ভব বিষয়', 'সাধ্যগত বস্তু', 'প্রকৃতিগত বস্তু', 'কার্যকর বস্তু', 'সাধ্যগত বিষয়', 'প্রকৃতিগত বিষয়', 'কার্যকর বিষয়', 'সহনসাধ্য ব্যক্তি', 'সহনসাধ্য বস্তু', 'গ্রহণযোগ্য ব্যক্তি', 'গ্রহণযোগ্য বস্তু', 'সম্ভব', 'সম্ভাব্য', 'সম্ভবপর', 'সাধ্য', 'সাধ্যগত', 'সম্ভাবনাপূর্ণ', 'সম্ভাবনীয়', 'কার্যকর', 'গ্রহণযোগ্য', 'সহনসাধ্য']"
29566,"['সম্ভাবনা', 'সম্ভাব্য বস্তু', 'শক্যতা', 'সম্ভাব্য বিষয়']"
29567,"['অধিকারসূচক বা মালিকানাসূচক', 'সম্বন্ধসূচক কারক', 'সসম্বন্ধপদ কারক', 'সম্বন্ধসূচক', 'অধিকারসূচক', 'মালিকানাসূচক']"
29568,['স্ব']
29569,"['দখলীকৃত অধিকৃত বস্তু', 'দখল', 'অধিকার', 'সম্পত্তি', 'সম্পদ্শালীতা', 'অধিকারভোগ', 'ভূতাবেশ', 'অধিকৃত বস্তু', 'অধিকরণ', 'আমল', 'ঠাম']"
29570,"['অধিকার', 'ভূতাবিশিষ্ট', 'আবিষ্ট', 'অধিকৃত', 'আচ্ছন্ন', 'অধিকারী', 'কবলিত', 'অধিষ্ঠিত', 'অবগত', 'ভূতে-পাত্তয়া', 'ভূতাবিষ্ট', 'উপেত']"
29571,"['অধিকারী করা', 'অধিকারী হত্তয়া', 'আচ্ছন্ন করা', 'ভোগদখল করা', 'মালিক হত্তয়া', 'অধিকার করা', 'পোষণ করা', 'মনকে অধিকার করা', 'শাসন করা', 'আবিষ্ট করা', 'জ্ঞাপন করা', 'জানান']"
29572,"['বাহিনী বা দল', 'শক্তি']"
29573,"['সুনিশ্চিত', 'সুনিশ্চিতভাবে']"
29574,"['নির্দিষ্টরূপে বর্ণিত', 'স্পষ্টরূপে বর্ণিত', '', 'ধনাত্মক', 'ডাহা', 'প্রকৃত', 'যথার্থ', 'নিশ্চিত', 'নিরপেক্ষ', 'সন্দেহাতীত', 'পরম', 'চূড়ান্ত', 'অনন্যসাপেক্ষ', 'বাস্তব', 'বিমূর্ত', 'পার্থিব', 'হাঁধর্মী', 'পরা', 'মৌলিক', 'স্পষ্ট', 'ভৌত']"
29575,"['যথাস্থানে রাখা', 'অবস্থান নির্ণয় করা', 'দৃষ্টিভংগী', 'অবস্থানস্থল', 'অবস্থান', 'স্থান', 'অবস্থা', 'পদ', 'ভঙ্গী', 'প্রতিজ্ঞা', 'সামাজিক পর্দময্র্যাদা', 'সামাজিক অবস্থা', 'চাকরী', 'কোট', 'জায়গা', 'জনসভায় বক্তৃতা', 'অবস্থিতি', 'স্থিতি']"
29576,"['সর্বোত্কৃষ্ট', 'সর্বোকৃষ্ট', 'ফিটফাট ও চটপটে']"
29577,"['', 'উপযুক্ত ভঙ্গি দান করা', 'জাহির করা', 'ভঙ্গি অবলম্বন করা', 'প্রশ্নবাণে জর্জরিত করা', 'যথাস্থানে রাখা', 'দাবি করা', 'হতবুদ্ধি করা', 'অঙ্গবিক্ষেপ করা', 'অঙ্গবিক্ষেপ', 'ভঙ্গি', 'অঙ্গভঙ্গি']"
29578,"['পটুর্গালদেশীয়', 'পটুর্গালের লোক ভাষা']"
29579,"['প্রতিকৃতিঅঙ্কন', 'চিত্রাঙ্কন', 'বর্ণনা', 'প্রতিকৃতি অঙ্কন']"
29580,"['ভাষায় বর্ণনা করা', 'অঙ্কিত করা', 'প্রতিকৃতি অঙ্কন করা']"
29581,"['মানুষের বা জন্তুর প্রতিকৃতি', 'প্রাঞ্জল বা স্পষ্ট বর্ণনা', 'প্রতিকৃতি', 'মানুষের প্রতিকৃতি', 'জন্তুর প্রতিকৃতি', 'প্রাঁজল বর্ণনা', 'স্পষ্ট বর্ণনা']"
29582,"['মর্যদাপূর্ণ চালচলনবিশিষ্ট', 'হৃষ্টপুষ্ট', 'মোটাসোটা', 'ঐশ্বর্যময়', 'মহৎ', 'স্থূল', 'পুষ্ট', 'স্থূলকায়', 'গরীয়ান', 'জমকাল', 'চমত্কার', 'সমৃদ্ধ', 'মোটা', 'মহান']"
29583,"['অংশ বিভাগ করা', 'ভাগ করা', 'অংশ প্রদান করা', 'যৌতুক দেত্তয়া', 'অংশে অংশে ভাগ করা', 'নিয়তি', 'অংশ', 'বণ্টিত অংশ', 'খণ্ড', 'শকল', 'বিভাগ', 'হিস্যা', 'বরাদ্দ', 'যৌতুক', 'স্ত্রীধন']"
29584,"['আট্টালিকাদির সন্মুখস্থ বা পার্শ্বদেশস্থ স্তম্ভশ্রেণী', 'সমান সমান ব্যবধানে স্থাপিত স্তম্ভশ্রেণী বা তরুশ্রেণী', 'বারান্দা', 'চাঁদনি', 'চত্বর', 'চাঁদনী']"
29585,[]
29586,"['আলগা কাগজপত্র রাখার জন্য ব্যাগ বা খাতা', 'মন্ত্রীর কার্যভার', 'মন্ত্রীর দপ্তর', 'দফতর', 'মন্ত্রীর কার্ষভার']"
29587,"['দারোয়ান', 'কুলি', 'পোর্টার', 'দ্বাররক্ষক', 'দ্বাররক্ষী', 'মুটে', 'দ্বারবান', 'সংবাহক', 'বাহক', 'দৌবারিক']"
29588,"['ভবিষ্যতের পূর্বলক্ষণ', 'অশুভ পূর্বলক্ষণ', 'লক্ষণ', 'পূর্বলক্ষণ', 'চিহ্ন', 'ভবিষ্যসূচনা']"
29589,"['ভবিষ্যতের লক্ষণ দেখান', 'ভবিষ্যদ্বাণী করা', 'পূর্বলক্ষণ প্রকাশ করা', 'ভবিষ্যৎ বলা', 'ভবিষ্যদ্বাণী বলা', 'ভবিষ্যতের আভাস দেত্তয়া']"
