,banglaenglishmixed
29000,"['অনাগ্রহ', 'অনিচ্ছা', 'বাধা', 'অসম্মতি', 'অপ্রবৃত্তি', 'প্রতিরোধ']"
29001,[]
29002,['নূতন স্থান নির্দেশ করা']
29003,"['অতীত অভিজ্ঞতা প্রত্যক্ষ করা', 'কল্পনায় অতীত দিন আবার যাপন করা', 'মনে মনে পুরোনো কোনো কালে ফিরে যাওয়া']"
29004,"['খুশি হত্তয়া', 'রসাস্বাদন করা', 'রূচিকর করা', 'স্বাদু হত্তয়া', 'উপভোগ করা', 'আস্বাদ', 'রেশ', 'সোয়াদ', 'ছোঁয়া', 'কোনো গুণের বৈশিষ্ট্যের ক্ষীণ আভাস', 'সুস্বাদ', 'রূচি', 'উত্সাহ', 'তার', 'আমোদ']"
29005,"['পরিহার করা', 'বর্জন করা', 'ছেড়ে দেওয়া', 'পরিত্যাগ করা', 'ছাড়িয়া দেত্তয়া', 'পদত্যাগ করা']"
29006,"['নিষ্ঠাভরে', 'সযত্নে', 'ধর্মনিষ্ঠভাবে']"
29007,"['সন্ন্যাসী-সম্প্রদায়গত', 'ধর্মনিষ্ঠ', 'ধর্মভীরু', 'ভক্ত', 'ধর্মসম্বন্ধীয়', 'ধর্মীয়', 'ধার্মিক', 'ধর্মগত', 'ধর্মসংক্রান্ত', 'বিবেকী', 'ধর্মতত্বীয়', 'ধর্মবিশ্বাসী', 'ধর্মমূলক', 'ধর্মচারী', 'ধর্মশীল']"
29008,"['ধর্ম, সর্বশক্তিমান ঈশ্বরে বিশ্বাস', 'ধর্ম', 'আস্তিকতা', 'ধর্মচারণ', 'শ্রেয়', 'দীন']"
29009,['অব্যাহতিপ্রাপ্ত']
29010,"['ব্যথা দূর করা', 'দুঃখ মোচন করা', 'স্বস্তি দেওয়া', 'উদ্বেগরহিত করা', 'উপশম করা', 'খালাস করা', 'মোচন করা', 'লঘু করা', 'সাহায্য করা', 'উদ্ধার করা', 'অব্যাহতি দেত্তয়া', 'অবরোধ তুলিয়া লত্তয়া', 'মুক্ত করা', 'পরিত্রাণ দেত্তয়া', 'খালাস দেত্তয়া', 'হাড় জুড়ান']"
29011,"['দুঃখ, বেদনা, উদ্বেগ ইত্যাদির উপশম', 'উদ্বেগ-নিরসন', 'পাথর বা ধাতুতে উত্কীর্ণ নতোন্নত মূর্তি', 'উপশম', 'মুক্তি', 'সান্ত্বনা উপশম', 'মোচনা', 'নিবৃত্তি', 'বিপন্কালে প্রাপ্টি িসাহায়্য', 'দরিদ্রগণের সাহায়্য', 'বৈষম্য', 'উপরিতল হইতে অভিক্ষিপ্তাবস্থা', 'কারূশিল্প', 'পরিত্রাণ', 'অব্যাহতি']"
29012,"['অবশেষ', 'সংরক্ষিত পূত দেহাবশেষ', 'পবিত্র স্মরণচিহ্ন', 'অভিজ্ঞান', 'ধ্বংসাবশেষ', 'অনশিষ্টাংশ', 'সংরক্ষিত স্মৃতিচিহ্ন']"
29013,"['নির্ভরশীল', 'আস্থাশীল', 'আস্থাবান্', 'আস্থাসহকারে নির্ভরশীল']"
29014,"['ভরসাস্থল', '', 'বিশ্বাস', 'নির্ভরতা', 'ভরসা', 'আস্থা', 'নির্ভর', 'অপেক্ষা']"
29015,"['নিশ্বাস ভাবে', 'বিশ্বস্তসূত্রে']"
29016,"['বিশ্বস্ত', 'বিশ্বাসযোগ্য', 'আপ্তকারী', 'বিশ্বাস্য', 'নির্ভরযোগ্য', 'আস্থাভাজন']"
29017,"['বিশ্বাসযোগ্যতা', 'নির্ভরযোগ্যতা']"
29018,"['সংশ্লিষ্ট', 'আলোচ্য বিষয় ইত্যাদির সঙ্গে সম্পর্কিত', 'আনুষঙ্গিক', 'সম্পৃক্ত', 'প্রাসঙ্গিক', 'সম্পর্কিত', 'প্রসঙ্গোচিত', 'সম্পর্কীয়', 'অনুবন্ধী']"
29019,"['সম্পর্ক', 'প্রাসঙ্গিকতা']"
29020,[]
29021,"['অবিরাম', 'নিরন্তর', 'কঠোর', 'নিষ্করুণ', 'নির্দয়', 'নিষ্ঠুর', 'মার্জনাহীন']"
29022,"['নরম হত্তয়া', 'আদ্র্রচিত্ত হত্তয়া', 'কোমল হত্তয়া', 'কঠোরতা কমা', 'তীব্রতা কমা', 'নরম বা দয়ার্দ্র হওয়া']"
29023,"['নির্বাসিত করা', 'ন্যস্ত করা', 'নিম্নপদে সরান']"
29024,"['মোচন করা', 'মুক্ত করিয়া দেত্তয়া', 'ঢিলা করা', 'খুলিয়া ফেলা', 'মুক্তি দেত্তয়া', 'হ্রাস করা', 'ত্যাগ করা', 'পথদর্শন অনুমতি দেত্তয়া', 'মুক্তি করা', 'মুক্ত করা', 'ছাড়া', 'অব্যাহতি করা', 'অব্যাহতি দেত্তয়া', 'খালাস করা', 'খালাস দেত্তয়া', 'বিমুক্ত করা', 'উন্মুক্ত করা', 'উন্মোচন করা', 'ছুটা', 'ছেড়ে দেওয়া', 'মুক্ত করে দেওয়া', 'মুক্তি দেওয়া', 'খুলে দেওয়া', 'মুক্তিদান', 'বন্ধনমুক্তি', 'মুক্তি', 'মুক্তদান', 'মুক্তিলাভ', 'অব্যাহতি', 'হ্রাস', 'স্বত্বত্যাগ', 'খালাস', 'ছাড়ান', 'মোচনা', 'উন্মোচন', 'ছুট', 'নিষ্কৃতি', 'নিস্তরণ', 'নিস্তার', 'ফরক']"
29025,"['বেতারযন্ত্রে পথচার করা', 'বেতারযন্ত্রে ঘোষণা করা', 'একদল ক্লান্ত ঘোড়া বা শিকারি কুকুরদলের বদলি অন্য দল', 'রিলে করে', 'পুনঃসম্প্রচার করা', 'রিলেই', 'বদলী কুকুরদল বা ঘোড়াদল', 'কুকুর বা ঘোড়া বদলানর আড্ডা']"
29026,['শক্তিহানিকর']
29027,"['নিরুদ্বেগ', 'স্বচ্ছন্দ', 'হালকা', 'নিশ্চিন্ত', 'নিরুত্তেজ', 'দুর্ভাবনাহীন']"
29028,"['শিথিল করণ', 'চিত্তবিনোদ', 'বিনোদন', 'শিথিলকরণ', 'চিত্তবিনোদন', 'মনের ভার হালকা করা', 'উদ্বেগমুক্ত হওয়া', 'অবসর-বিনোদন', 'অব্যাহতি']"
29029,"['শিথিল বা আলগা করা', 'ঢিলে করা', 'শিথিল করা', 'আরাম করা', 'আলগা করা', 'আলগা হত্তয়া', 'শিথিল হত্তয়া', 'আলগা দেত্তয়া', 'আয়েশ করা', 'আয়েস করা']"
29030,"['আপেক্ষিকতাবাদ', 'আপেক্ষিকতা', 'অপেক্ষবাদ']"
29031,"['অপেক্ষাকৃতভাবে', 'অপেক্ষাকৃত', 'তুলনামূলকভাবে', 'আপেক্ষিক অর্থে', 'অনুপাতে']"
29032,"['পারস্পরিক', 'পরস্পর-সাপেক্ষ', 'আত্মীয়', 'সম্বন্ধযুক্ত বিষয়', 'জ্ঞাতি', 'স্বজন', 'কেহ', 'আপেক্ষিক', 'তুলনামূলক', 'সম্বন্ধযুক্ত', 'অনুরূপ']"
29033,"['আত্মীয়তা', 'পারস্পরিক ক্রিয়া', 'জ্ঞাতিত্ব', 'কুটুম্বিতা', 'সম্পর্ক', 'অন্তরঙ্গতা', 'আন্তঃসম্পর্ক']"
29034,['পারস্পরিক ক্রিয়া']
29035,"['', 'আখ্যান', 'বিবৃতকরণ', 'বিবরণ', 'সম্পর্ক', 'সম্বন্ধ', 'বর্ণন', 'কথন', 'সম্বন্ধস্থাপন', 'অনুবন্ধ', 'আদান-প্রদান', 'সংস্রব', 'সম্পৃক্তি', 'অনুবৃত্তি', 'সংশ্লেষ', 'জ্ঞাতিত্ব', 'সুবাদ', 'অনুষঙ্গ', 'কহন']"
29036,"['সংশ্লিষ্ট', 'জড়িত', 'অনুবন্ধী', 'বর্ণিত', 'সম্বন্ধযুক্ত', 'সংসৃষ্ট', 'সম্বদ্ধ', 'অনুষঙ্গী', 'সম্পর্কিত', 'সম্পর্কযুক্ত', 'আত্মীয়তাসূত্রে আবদ্ধ']"
29037,"['বলা', 'বর্ণনা দেওয়া', 'বিবৃত করা', 'কহা', 'বর্ণন করা', 'সম্বন্ধস্থাপন করা', 'সম্বন্ধযুক্ত হত্তয়া']"
29038,"['পুন:পাতিত হত্তয়া', 'পুনরবনতি ঘটা', 'পুনরায় পতিত হওয়া', 'আবার গ্রস্ত হওয়া', 'পুনরধঃপতিত হওয়া', 'পালটান', 'পুন:পাতন']"
29039,"['পুনঃপ্রজ্জ্বলিত করা', 'পুনরুদ্দীপ্ত করা']"
29040,"['পুনরুজ্জীবন', 'পুনর্যৌবন লাভ', 'পুনঃশক্তিসঞ্চার', 'নবজীবন', 'আয়ুবৃদ্ধি', 'পুনরায় তরূণ করা', 'আয়ুর্বর্ধন']"
29041,"['পুনর্যৌবন লাভ করা', 'দেহে, মনে চেহারায় আবার তারুণ্য লাভ করা', 'পুনরায় তরূণ করা', 'নবীন হত্তয়া', 'পুনর্নব হত্তয়া']"
29042,"['সমুচিত জবাব', 'প্রত্যুত্তর', 'প্রতু্যত্তর', 'প্রতিবাদ', 'জবাব']"
29043,"['জবাব দেওয়া', 'বাদীর অভিযোগের উত্তর দেওয়া', 'আবার যোগ দেওয়া', 'পুনর্মিলিত হওয়া', 'আবার কাজে যোগ দেওয়া', 'পুনরায় যুক্ত করা', 'উত্তরে বলা', 'জবাব দেত্তয়', 'পুনরায যোগদান করা']"
29044,"['আনন্দোত্সব', 'আনন্দোত্সবপালন', 'আনন্দ']"
29045,"['হর্ষোত্ফুল্ল করা', 'হরষিত করা বা হওয়া', 'আনন্দ করা', 'স্ফূর্তি করা', 'আনন্দিত করান', 'আনন্দিত হত্তয়া']"
29046,"['প্রত্যাখ্যান', 'অস্বীকার', 'খারিজ', 'অননুমোদন', 'অমনোনয়ন', 'নিরাকরণ']"
29047,"['ত্রুটিযুক্ত বা নিম্নমানের বলে বাতিল জিনিস', 'অযোগ্য বিবেচিত হযে বাতিল ব্যক্তি', '', 'প্রত্যাখ্যান করা', 'বাতিল করা', 'বমন করিয়া ফেলা', 'অমনোনীত করা', 'খারিজ করা', 'নাপছন্দ করা', 'অগ্রাহ্য করা', 'উপেক্ষা করা', 'গ্রাহ্য না করা', 'গ্রহণ করিতে অস্বীকার করা', 'নাকচ করা', 'বরবাদ করা', 'প্রত্যাখ্যান']"
29048,"['পুনর্বাচন', 'পুনরাবৃত্তি', 'পুনরূক্তি']"
29049,"['বার বার বলা', 'পুনরাবৃত্তি করা', 'বারংবার আবৃত্তি করা']"
29050,"['পুন:প্রকাশ', 'প্রকাশ করা', 'চালু করা', 'পুনঃপ্রকাশ করা', 'সাময়িকভাবে বন্ধ রাখার পর আবার বের করা', 'পুনরায় বাহির করা', 'পুন:প্রকাশ করা']"
29051,[]
29052,"['পুনরায় বহাল', 'পুন:প্রতিষ্ঠা', 'পুনর্বহাল']"
29053,"['পুনরায় বহাল করা', 'পুন:প্রতিষ্ঠিত করা', 'পুনর্বহাল করা', 'পুনঃপ্রতিষ্ঠিত করা', 'পুরোনো অবস্থানে ফিরিয়ে দেওয়া']"
29054,"['অতিরিক্ত শক্তি', 'সৈন্য দ্বারা নববলে বলীয়ন করা']"
29055,"['অতিরিক্ত শক্তি', 'সৈন্য দ্বারা নববলে বলীয়ন করা', 'শক্তিবৃদ্ধি', 'আরো মজবুতি', 'শক্তি বৃদ্ধির জন্য পাঠানো বাড়তি লোকজন']"
29056,"['কোনো-কিছুর শক্তি', 'বাড়তি শক্তি জোগানো', 'আরো শক্তিশালী করা', 'শক্তি বাড়ান', 'শক্তিশালী করা', 'পুনরায় বলবৎ করা', 'সৈন্য দ্বারা নববলে বলীয়ন করা']"
29057,"['বলগা হরিণ', 'বল্গাহরিণ']"
29058,"['পুনর্জন্মলাভ', 'নতুন করে দেহধারণ', 'নব অবতাররূপ', 'পুনরায় দেহধারণ', 'পুনরায় দেহদান']"
29059,"['দেহধারণ করানো', 'পুনরায় দেহরূপ দান করা', 'পুনরায় দেহদানকারী', 'মূর্ত করা', 'পুনরায় দেহধারণ করান']"
29060,"['বাধা', 'অশ্বরশ্মি', 'খলিন', 'উপায়', 'বাগডোর', 'বলগা', 'লাগাম', 'রাশ', 'কৌশল', 'নিয়ন্ত্রণকারী প্রভাব', 'নিয়ন্ত্রিত করা', 'বাধা দেত্তয়া', 'লাগাম দ্বারা দমন করা']"
29061,"['ব্যয়পূরণ', 'পুনরায় জমা দেত্তয়া', 'পরিশোধ']"
29062,"['কাউকে তার খরচ-করা টাকা ফেরত দেওয়া', 'পুষিয়ে দেওয়া', 'পুরিয়ে দেওয়া', 'শোধ করে দেওয়া', 'শুধে দেওয়া', 'পুনরায় জমা দেত্তয়া', 'পরিশোধ করা']"
29063,"['রাজত্ব করা', 'আধিপত্য করা', 'রাজত্বকাল', 'সার্বভৌম কর্তৃত্ব', 'রাজকীয় কর্তৃত্ব', 'প্রতাপ', 'প্রভাব', 'রাজত্ব', 'আধিপত্য', 'শাসনকাল', 'আমল', 'রাজ্য']"
29064,"['অভ্যাস করা', 'নাটকের মহলা', 'আবৃত্তি, গান ইত্যাদি আওড়ানো', 'পড়ান', 'হিসাব করা', 'পুনরাবৃত্তি করা', 'মহলা দেত্তয়া']"
29065,"['মহলা', 'পুনরাবৃত্তি', 'হিসাবকরণ', 'রিহার্সাল', 'নাটক ইত্যাদির মহড়া']"
29066,"['করা', 'পুরোনো কোনো-কিছুকে অল্প ঘষেমেজে নতুন রূপ দেওয়া']"
29067,"['পুনর্বাসন, অধিকার আদিতে পুনঃপ্রতিষ্ঠা', 'পুনর্বাসন']"
29068,"['আগেকার সুযোগ, সুবিধা,সুনাম ইত্যাদিতে পুনঃপ্রতিষ্ঠিত করা', 'পুনর্বাসন করা', 'পুনর্বাসিত করা', 'পুনরায় বসান']"
29069,[]
29070,"['ওগরানো', 'পুনঃনিঃসরণ']"
29071,"['পাকস্থলী থেকে মুখে উগরে আনা', 'ওয়াক তোলা', 'পুননিঃসৃত হওয়া', 'ছিটকাইয়া ফিরিয়া যাত্তয়া']"
29072,"['নিয়ন্ত্রণ', 'নিয়মকানুন', 'বিধিনিয়ম', 'কর্তৃপক্ষের নির্দেশ', 'প্রনিয়ম', 'প্রবিধান', 'নিয়ম', 'ব্যবস্থাপন']"
29073,"['নিয়মভাবে', 'নিয়মানুসারে', 'নিয়মিতভাবে', 'পর্যায়ক্রমে', 'নির্দিষ্ট সময় অন্তর অন্তর', 'সুবিন্যস্তরূপে']"
29074,"['নিয়ন্ত্রিত করা', 'ঠিক করা', 'নিয়মাধীন করা', 'সংযম করা', 'নির্দিষ্ট পদ্ধতিতে নিয়ন্ত্রণ করা', 'প্রয়োজন অনুসারে সংযত করা', 'নিয়ন্ত্রণে রাখা']"
29075,"['পর্যাবৃত্তি', 'নিয়মনির্দিষ্টতা', 'নিয়মানুবর্তিতা', 'নিয়মনিষ্ঠা', 'ঠিক', 'ধারাবাহিকতা', 'প্রণালী']"
29076,"['সুগঠিত', 'সুছাঁদ', 'সমাঙ্গ', 'সুসমঞ্জস আকৃতিবিশিষ্ট', 'নির্দিষ্ট ছাঁদে সাজানো', 'সুবিন্যস্ত', 'নিয়মিত', 'অভ্যাসানুযায়ী', 'স্বাভাবিক', 'স্থির', 'ঠিক', 'নৈয়মিক', 'নিয়মনিষ্ঠ', 'কালানুবর্তী', 'নিয়মানুযায়ী', 'বাঁধা', 'সুষম', 'নিয়ত']"
29077,"['পুনরায় বিন্যাস করা', 'সংঘবদ্ধ করা', 'পুনঃসংগঠিত করা', 'নতুন করে জোট বাঁধা']"
29078,[]
29079,"['দু:খপ্রকাশের যোগ্য', 'অনুশোচীয়']"
29080,[]
29081,"['নির্বিণ্ণ', 'দু:খপ্রকাশক', 'দু:খপূর্ণ', 'অনুতপ্ত', 'সখেদ', 'দুঃখিত']"
29082,"['দু:খ প্রকাশ করা', 'দু:খ করা', 'খেদোক্তি করা', 'দুঃখপ্রকাশ', 'অনুতাপ', 'খেদ', 'দু:খপ্রকাশ', 'গতানুশোচনা']"
29083,"['প্রত্যাগতি', 'প্রত্যাবৃত্তি', 'পশ্চাদপসরণ', 'পশ্চাদগতি']"
29084,"['পশ্চাদগমন', 'প্রত্যাগমন', 'ফিরিয়া যাত্তয়া', 'প্রত্যাবর্তন করা', 'প্রত্যাবর্তন', 'পশ্চাদ্গমন', 'প্রত্যাগতি']"
29085,"['নিবন্ধভুক্ত', 'নিবন্ধগ্রস্ত', 'রেজিষ্টারী', 'রেজিস্ট্রি', 'নিবন্ধীকরণ', 'তালিকাভুক্তি', 'নথিপত্র']"
29086,"['রেজিস্ট্রিকরণ', 'তালিকাভুক্তকরণ', 'লিপিবদ্ধকরণ', 'নিবন্ধন', 'নিবন্ধীকরণ', 'নিবদ্ধীকরণ']"
29087,"['নিবন্ধরক্ষক', 'রেজিস্ট্রার', 'নিয়ামক', 'করণাধ্যক্ষ']"
29088,[]
29089,[]
29090,"['লিখিয়া রাখা', 'বইতে তোলা', 'তথ্যতালিকাগ্রন্থ', 'নিবন্ধগ্রন্থ', 'হাজিরা', 'জন্মমৃত্যুর বিবরণ', 'রেজিস্ট্রি-খাতা', 'খাতা', 'লিখিত বিবরণ', 'সরকারি খাতপত্র', 'রেজিষ্টারী বই']"
29091,"['আঞ্চলিক', 'এলাকাগত']"
29092,"['প্রাদেশিক', 'দৈশিক', 'মাণ্ডলিক', 'আঁচলিক', 'আঞ্চলিক', 'এলাকাগত']"
29093,"['নির্দিষ্ট বৈশিষ্ট্যযুক্ত অঞ্চল', 'প্রশাসনিক এলাকা', 'এলাকা', 'স্থান', 'দেশাংশ', 'প্রদেশ', 'অংশ', 'গের্দ', 'অঁচল', 'তট', 'মণ্ডল', 'খণ্ড', 'তলা']"
29094,['সৈন্যদল গঠন করা']
29095,"['সৈন্যদল-সংক্রাত', 'ফৌজি উর্দি', 'রেজিমেন্ট বা সেনাদল-সম্পর্কীয়']"
29096,"['সৈন্যদল গঠন করা', 'সৈন্যদল', 'রেজিমেন্ট', 'সেনাদল', 'দঙ্গল', 'দল']"
29097,"['সুস্বাস্থ্যবিধি', 'স্বাস্থ্যরক্ষা বা স্বাস্থ্যোন্নতির জন্য বিশেষজ্ঞ-নির্দেশিত ব্যায়াম', 'শাসন', 'সরকার']"
29098,"['শাসনব্যবস্থা', 'রাজ্যশাসনপ্রণালী', 'প্রচলিত ব্যবস্থা', 'শাসন', 'সরকার', 'আমল']"
29099,['ওয়েস্ট ইণ্ডিজের জনপ্রিয় দ্রুতলয় সংগীত']
29100,"['রাজপ্রতিনিধি', 'রাজপ্রতিনিধির কর্তব্য নির্বাহকারী', 'শাসক']"
29101,"['পুনরুজ্জীবন', 'পুনর্গঠন', 'পুনরুদ্ধার', 'পুনর্যোজন', 'পুনরুত্পাদন', 'নবপ্রেরণা লাভ', 'আত্ম-সংস্কার', 'পুনর্জন্ম', 'উজ্জীবন', 'পুনরূদ্ধার', 'পুনরূত্পাদন', 'পুনরূদয়']"
29102,"['সঞ্জীবিত করা', 'পুনরুজ্জীবিত করা', 'নবজন্ম দান করা', 'নবপ্রেরণা দান করা', 'পুনর্জীবিত করা', 'পুনরূত্পাদন করা', 'পুনরূদ্ধার করা', 'পুনরূদ্ধার হত্তয়া', 'পুনর্জন্ম দান করা', 'পুনর্জন্ম প্রদান করা', 'পুনর্জাত', 'পুনরূত্পাদিত']"
29103,"['নৌচালন প্রতিযোগিতা', 'বাইচখেলা', 'বাইচ']"
29104,['অভিনঁদন']
29105,"['মনোযোগশীল', 'অমনোযোগী', 'অগ্রাহ্য করে', 'মনোযোগ বা পাত্তা না দিয়ে']"
29106,"['বিষয়ে', 'সম্পর্কে', 'সম্বন্ধে', 'ব্যাপারে', 'প্রসঙ্গে', 'সংক্রান্ত']"
29107,"['চেয়ে থাকা', 'চাহনি', 'ঠাহর করে দেখা', 'অবলোকন করা', '', 'বিবেচনা করা', 'তাকান', 'নিরীক্ষণ করা', 'শ্রদ্ধা করা', 'ঠিক করা', 'মানা', 'মনে হত্তয়া', 'জ্ঞান করা', 'বিবেচনা', 'নিরীক্ষণ', 'সম্পর্ক', 'মনোযোগ', 'দৃষ্টি', 'দর্শন', 'লক্ষ্য', 'যত্ন', 'গণনা', 'সশ্রদ্ধতা', 'কদর']"
29108,"['রাজদণ্ড', 'রাজ্যাভিষেক-অনুষ্ঠানে পরিহিত রাজপোশাক']"
29109,"['রাজসিক', 'রাজোচিত', 'সমারোহপূর্ণ', 'রাজকীয়', 'সাড়ম্বর']"
29110,"['ফিরে পাওয়া', 'পুনরর্জন করা', 'পুনরুদ্ধার করা', 'পুনরধিকার করা', 'পুনরূদ্ধার করা', 'পুনরায় অর্জন করা']"
29111,"['মিথ্যা বা ভুল প্রমাণ করা', 'খণ্ডন করা', 'খণ্ডিত করা', 'নিরসন করা']"
29112,"['অপার্থ', 'না-মঞ্জুর করা', 'উপেক্ষা করা', 'অগ্রাহ্য করা', 'আবর্জনা', 'নোংরা', 'জঁজাল', 'ত্তঁচলা', 'ছিবড়া', 'প্রত্যাখ্যান করা', 'অস্বীকার করা', 'না বলা']"
29113,"['অগ্রাহ্য করা', 'উপেক্ষা', 'অস্বীকার', 'প্রত্যাখ্যান', 'অস্বীকৃতি']"
29114,[]
29115,"['নতুন করে সাজানোগোছানো', 'মলিন ভাবমূর্তি পুনরায় উজ্জ্বল করা', 'পুনরায় পালিশ করা']"
29116,[]
29117,"['ফেরত দেওয়া', 'প্রত্যর্পণ করা', 'প্রত্যর্পণ']"
29118,"['শরণার্থী', 'আশ্রয়প্রার্থী', 'উদ্বাস্তু', 'উপাশ্রয়', 'আশ্রয়ার্থী']"
29119,"['আশ্রয় দেত্তয়া', 'শরণ', 'আশ্রয়স্থল', 'বিপদকালে অবলম্বন', 'আশ্রয়দাতা', 'অভিগমন', 'আশ্রয়স্থান', 'ভরসা', 'গুপ্তাবাস', 'গতি', 'আতুরাশ্রম']"
29120,"['আবার জ্বালানি ভরে নেওয়া বা দেওয়া', 'পুনরায় জালানী সরবরাহ করা']"
29121,"['হিমযন্ত্র', 'ঠাণ্ডা মেশিন', '', 'ফ্রিজ', 'রেফ্রিজারেটর', 'হিমায়ক', 'শীতল ঘর', 'শীতক']"
29122,"['শীতলীকরণ', 'হিমায়ন', 'শীতন']"
29123,"['হিমায়িত করে খাদ্যসামগ্রী সংরক্ষণ করা', 'শীতল করা']"
29124,"['জলখাবার', 'জল', 'নবশক্তিবিধান', 'আহর জলযোগ']"
29125,"['জলযোগ', 'জলখাবার', 'জল', 'নবশক্তিবিধান', 'আহর জলযোগ']"
29126,['স্বস্তিদায়করূপে']
29127,"['ক্লান্তিহর', 'সঞ্জীবনী', 'অবসাদ দূর করে এমন', 'চাঙ্গায়নী', 'সতেজকারক']"
29128,['কোনো বিষয়ের হালফিল অগ্রগতি সম্পর্কে সংশ্লিষ্ট ব্যক্তিদের ওয়াকিবহাল করার জন্য স্বল্পমেয়াদী প্রশিক্ষণব্যবস্থা']
29129,"['পুনরুজ্জীবিত করা', 'জাগিয়ে তোলা', 'চনমনে করা', 'ঝালিয়ে নেওয়া', 'সতেজ করা', 'পুন:শীতল করা', 'জলখাবার খাত্তয়া', 'জলপান করা', 'জল খাত্তয়া', 'ঠাণ্ডা করা', 'ঝালান']"
29130,"['বিবৃত্ত থাকা', 'সংযত করা', 'আত্মদমন করা', 'প্রতিনিবৃত্ত হত্তয়া', 'নিবৃত্ত করা', 'গানের বা গাথাজাতীয় রচনার প্রত্যেক স্তবকের শেষে পুনরাবৃত্ত পঙক্তি বা তার সুর', 'বিরত করা', 'নিরস্ত হওয়া', 'ধুয়া', 'ধ্রুবা', 'জিগির', 'সঙ্গীতের ধুয়া']"
29131,[]
29132,"['সংস্কারক', 'সংশোধক']"
29133,"['সংশোধন', 'সংস্কারসাধন', 'রাজনীতিক', 'সামাজিক', 'সংস্কার', 'পুনর্গঠন', 'উন্নতিসাধন']"
29134,"['সংশোধন', 'পুনরায় গঠন করা', 'পুনরায গঠিত হত্তয়া', 'সংশোধিত করা', 'উন্নত করা', 'শোধন করা', 'পুনর্গঠন করা', 'দোষত্রুটি', 'চরিত্র শোধন করা', 'সংশোধিত হওয়া', 'ত্রুটিমোচন', 'সংস্কারসাধন']"
29135,['আত্মবাচক']
29136,['প্রতিবর্তী ক্রিয়া']
29137,"['প্রতিচ্ছবি', 'প্রতিফলিত আলো', 'প্রতিবিম্ব', 'প্রতিফলন', 'অভিব্যক্তি', 'প্রতিবিম্বন', 'প্রতিফলিত আলোক', 'প্রবৃদ্ধ', 'প্রতিফলিত', 'বক্র', 'প্রতিক্ষিপ্ত', 'প্রতিবিম্বিত', 'প্রতিবর্তি']"
29138,"['প্রতিফলক', 'নিন্দক']"
29139,"['প্রতিফলক', 'প্রতিফলনকারী', 'চিন্তামূলক', 'প্রতিফলিত করে', 'প্রতিবিম্বিত করে', 'চিন্তাপ্রধান', 'প্রতিক্ষেপক', 'চিন্তাশীল']"
29140,"['ছায়া', 'প্রতিফলন', 'প্রতিবিম্ব', 'ভাবনা', 'অনুধ্যায়', 'গভীর চিন্তা', 'অনুচিন্তন', 'অনুচিন্তা', 'ঠাওরান', 'বিম্ব', 'নিন্দন', 'নিন্দা', 'প্রতিচ্ছায়া', 'প্রতিফলিত আলোক', 'প্রতিবিম্বন', 'প্রতিরুপ']"
29141,"['প্রতিফলিত হওয়া', 'ভাঁজ করা', 'প্রতিবিম্বিত করা', 'প্রতিবিম্বিত হত্তয়া', 'অধিকারী করা', 'প্রতিক্ষিপ্ত করা', 'পুন:প্রকাশ করা', 'ধেয়ান', 'ভাবা', 'অনুধ্যায় করা', 'অনুধাবন করা', 'প্রতিফলিত করা']"
29142,[]
29143,"['শোধনাগার', 'শোধনশালা']"
29144,"['পরিমার্জন', 'বিশোধন', 'পরিশোধন', 'পরিমার্জনা', 'শোধন', 'পরিস্রাবণ']"
29145,"['মিহি', 'সংস্কৃত', 'পরিমার্জিত', 'সূক্ষ্ম', 'বিশোধিত', 'পরিষ্কৃত', 'শোধিত', 'অপরিশোধিত', 'পরিশ্রুত', 'পরিশোধিত', 'পরিশীলিত', 'সুরুচিসম্পন্ন']"
29146,"['পরিমার্জন করা', 'বিশোধন করা', 'বিশদ করা', 'বিশুদ্ধ হত্তয়া', 'বিশোধিত করা', 'পরিশোধন করা', 'সূক্ষ্ম করা', 'সংস্কৃত করা', 'পরিশোধিত', 'শোধন করা']"
29147,[]
29148,"['পুনরায় পূর্ণ-করণ করা', 'পুনরায় পূর্ণ-করণ', 'ভর্তি করা', 'আবার পূর্ণ করা', 'ভরে নেওয়া']"
29149,"['গণভোট', 'কোনো গুরুত্বপূর্ণ বিষয়ে চূড়ান্ত সিদ্ধান্ত নেবার জন্য সর্বসাধারণের ভোটগ্রহণ']"
29150,['গণভোট']
29151,"['নির্দেশ-গ্রন্থ', 'ব্যবহৃত গ্রন্থ']"
29152,"['সম্পর্ক', 'উল্লেখ', 'প্রসঙ্গ', 'আরোপ', 'সম্পর্কস্থাপন', 'উদ্ঘাত']"
29153,"['রিফারীকাজ করা', 'রিফারী', 'বিচারক', 'সালিস', 'রেফারি', 'খেলা বা অন্যান্য প্রতিযোগিতায় শৃঙ্খলারক্ষাকারী ব্যক্তি', 'রেফারি হিসেবে কাজ করা']"
29154,"['অর্পণ করা', 'আরোপ করা', 'নির্দেশ করা', 'সম্পর্কযুক্ত হত্তয়া', 'উল্লেখ করা', 'প্রসঙ্গক্রমে উল্লেখ করা', 'প্রসঙ্গ তোলা']"
29155,[]
29156,[]
29157,[]
29158,[]
29159,[]
29160,[]
